ms
96.099
65.315
59.748
65.091
63.135
61.599
69.279
62.991
68.853
60.388
69.423
62.589
75.156
66.765
73.882
67.911
71.754
66.918
54.334
55.534
54.099
58.203
59.565
54.830
63.931
57.532
57.142
65.449
56.112
57.378
65.563
57.725
57.142
62.576
56.947
57.325
55.143
52.445
58.144
63.473
59.770
56.772
58.204
59.697
53.097
55.755
54.812
55.702
66.777
55.179
55.510
64.884
56.983
55.977
60.416
58.366
53.597
56.120
54.695
57.230
65.773
58.655
54.422
55.214
52.226
56.131
62.038
56.113
58.065
63.959
56.738
57.129
62.931
70.812
58.186
63.816
60.083
57.406
60.212
61.111
57.509
55.404
56.459
56.305
66.857
58.720
56.394
58.640
55.128
53.595
62.016
57.472
56.313
66.349
52.533
57.218
67.609
51.089
58.111
67.082
55.890
56.308
66.238
55.195
58.081
66.393
55.418
57.610
67.124
60.537
55.482
58.400
58.545
52.954
61.912
58.039
57.936
65.535
57.735
52.875
61.649
58.472
57.908
66.124
56.562
57.475
58.693
53.100
57.865
64.933
53.480
57.861
66.661
56.956
57.922
66.154
58.613
53.406
67.300
55.793
58.508
57.705
58.317
59.302
54.503
57.162
57.962
64.897
51.899
56.344
64.765
55.225
57.961
56.665
52.511
57.659
66.162
59.349
58.142
58.731
54.213
52.498
58.224
58.599
58.207
58.482
57.703
55.109
68.108
55.369
57.187
65.098
54.941
54.759
64.143
59.840
58.390
55.289
56.820
56.685
62.636
57.527
58.320
66.928
54.615
51.997
62.827
56.193
55.610
62.942
57.910
60.202
55.257
52.951
58.602
65.199
57.242
60.252
55.620
57.561
59.817
63.265
56.826
57.389
56.788
55.712
59.198
61.729
53.471
53.367
64.595
57.120
58.302
66.156
55.477
54.787
68.025
58.995
58.672
60.679
63.587
62.503
65.629
58.730
62.804
64.481
72.124
63.196
66.075
67.747
64.847
57.194
54.953
52.286
61.809
58.139
53.577
62.535
54.370
53.945
62.766
53.873
50.384
55.254
57.729
56.247
65.490
56.776
57.569
66.183
60.411
54.219
55.852
58.049
56.068
59.085
57.040
56.864
67.839
58.760
55.859
54.857
56.588
57.098
59.873
53.450
56.631
66.880
60.201
57.006
57.236
58.862
58.904
57.585
58.434
57.043
63.909
56.567
56.181
57.923
54.692
54.288
56.527
56.636
58.379
64.158
54.275
57.441
62.906
54.668
58.213
63.282
54.391
56.674
63.292
54.143
57.076
58.957
54.725
59.460
