ms
51.515
19.657
18.213
18.864
17.749
19.778
18.373
18.318
15.770
17.783
21.156
14.905
15.290
17.298
19.069
15.684
18.266
18.127
16.651
15.786
18.196
15.854
16.046
15.792
14.608
15.130
17.030
15.068
15.168
14.558
15.628
14.693
15.122
15.296
14.587
14.609
16.759
14.724
17.716
14.657
14.653
14.821
16.525
14.579
17.847
15.372
14.994
15.576
15.639
15.787
17.669
15.115
15.228
15.071
16.048
15.365
17.606
21.305
14.818
17.499
15.406
18.233
15.362
14.593
15.775
19.862
17.931
19.476
16.338
18.387
17.809
21.245
19.533
19.084
19.814
22.659
19.117
17.894
18.649
17.996
18.952
19.027
19.199
17.486
18.075
17.705
19.837
21.495
17.908
18.378
18.049
19.868
18.414
17.748
17.783
19.533
18.086
18.984
18.291
18.270
18.815
17.927
21.178
17.874
17.541
17.712
15.737
16.591
19.597
21.061
22.062
17.263
17.970
21.292
17.735
18.964
20.634
17.733
20.337
17.079
17.842
18.272
18.061
17.893
18.273
18.201
20.964
20.004
18.634
19.735
20.923
19.552
18.219
17.874
17.947
16.161
19.251
18.403
19.902
20.953
17.959
19.010
19.091
19.484
19.378
18.203
19.219
19.208
18.738
18.097
18.971
19.209
17.699
17.756
18.886
17.100
18.383
18.113
18.930
17.724
19.179
18.343
17.921
17.177
15.759
20.206
17.969
18.217
17.752
17.517
21.797
19.172
17.721
19.775
22.142
21.062
18.328
20.388
21.653
17.493
16.396
19.634
18.976
18.369
18.225
17.747
20.559
17.960
19.753
21.342
18.307
18.291
17.329
15.709
18.646
18.185
20.270
15.887
18.530
19.837
16.401
18.381
17.135
17.723
19.611
18.601
19.498
18.113
19.314
17.734
17.832
18.213
18.858
18.283
21.068
18.422
17.690
17.846
18.948
18.720
17.652
17.912
19.113
18.812
20.370
17.977
21.795
18.417
17.720
19.139
17.710
17.785
21.430
18.433
19.323
18.032
18.177
18.377
18.503
18.529
22.958
17.473
20.834
19.369
21.878
17.758
19.390
18.286
17.671
18.617
15.954
19.166
18.729
20.464
18.532
17.450
19.289
17.765
19.242
18.024
18.580
19.695
17.748
19.456
19.487
17.758
17.466
18.671
18.761
17.886
18.388
18.006
18.112
20.511
18.844
19.568
19.512
18.797
15.817
15.766
21.048
17.959
17.744
17.934
18.590
18.667
18.696
18.665
18.358
17.810
18.144
19.784
19.230
17.570
17.711
18.585
18.357
18.167
20.674
18.187
