ms
53.107
18.195
20.428
20.176
18.021
18.607
18.415
16.808
22.938
15.761
19.188
16.242
18.702
16.789
19.630
17.432
18.903
16.839
18.070
21.910
16.417
17.702
19.537
16.953
18.149
16.981
18.537
17.535
19.516
18.715
18.149
21.184
19.637
16.978
18.792
15.094
17.975
16.701
17.859
16.728
19.336
17.442
22.614
16.905
20.844
19.870
19.332
16.790
16.355
14.995
20.172
16.980
17.816
17.099
22.832
18.580
19.730
16.764
18.501
17.109
18.487
17.833
17.776
18.078
18.208
22.430
19.174
17.320
17.971
16.890
17.992
19.249
18.062
18.437
17.881
16.839
20.404
21.006
16.068
13.750
20.455
16.956
18.385
17.229
18.132
16.894
18.155
16.801
23.358
16.867
18.557
18.224
17.677
16.832
18.035
16.794
18.315
16.719
19.219
17.388
23.386
17.355
18.009
17.453
16.418
14.703
16.055
16.361
15.552
15.418
16.048
14.921
19.410
15.418
17.993
16.880
20.163
17.120
17.910
18.319
19.661
17.174
18.046
18.058
17.931
16.885
19.905
18.202
19.224
19.664
17.869
16.786
17.881
18.202
18.391
18.253
15.964
15.147
16.708
17.792
18.099
17.265
18.036
17.132
16.017
16.737
18.130
16.782
17.738
17.175
18.277
16.763
18.865
16.747
17.899
16.807
17.904
17.613
17.905
16.577
17.881
16.804
19.321
18.064
18.694
15.466
16.261
17.429
19.752
16.679
18.023
16.932
17.750
18.030
17.771
16.768
18.017
17.882
17.727
16.005
19.143
17.582
17.846
16.859
18.361
17.374
18.958
16.800
17.895
19.340
17.711
16.635
19.769
18.889
21.530
14.842
15.971
16.672
18.308
18.722
18.000
16.779
17.961
16.671
17.749
16.918
17.843
17.801
17.469
16.946
18.301
18.995
17.858
18.084
18.485
17.659
17.901
16.851
19.627
16.824
18.083
17.888
17.782
17.478
16.573
15.043
19.434
17.156
18.058
18.004
17.998
16.837
17.851
16.616
17.866
16.817
17.821
16.650
17.650
19.764
18.220
16.867
19.947
17.166
18.478
16.870
15.766
17.254
19.786
17.820
17.903
16.744
18.118
14.845
15.967
18.336
18.005
16.975
17.827
18.530
18.202
16.792
19.094
16.843
17.945
17.099
19.413
14.922
18.254
16.937
18.138
16.967
17.780
17.143
18.216
17.396
17.875
16.809
18.056
18.552
19.299
18.338
15.998
14.879
16.039
15.545
17.899
17.122
17.872
16.742
17.870
17.242
17.781
16.991
19.462
16.645
19.563
17.153
17.779
19.930
