ms
94.502
64.062
58.636
70.225
61.694
64.114
62.827
62.958
62.805
65.264
62.213
63.745
63.530
62.285
55.850
55.357
53.422
49.197
40.250
53.587
46.817
54.565
62.112
62.703
62.581
62.005
63.055
63.002
62.956
62.799
61.712
63.555
62.403
64.538
63.416
62.317
64.706
63.509
54.264
54.136
62.062
64.919
64.872
62.220
62.276
63.116
61.240
66.992
63.370
63.465
61.995
64.982
59.333
63.236
63.559
63.917
63.374
64.551
62.727
62.650
63.178
55.419
54.618
46.387
53.596
48.749
46.665
64.034
62.167
63.074
61.138
62.503
63.480
60.189
54.589
62.949
62.150
63.561
62.921
64.145
62.306
63.587
62.546
65.587
63.554
54.024
47.312
50.200
52.217
63.202
61.025
63.827
62.963
63.128
63.127
62.765
61.314
67.052
62.769
62.637
56.195
54.325
61.552
57.683
54.072
62.006
71.854
55.295
53.659
46.457
45.338
56.298
61.437
63.546
63.172
62.453
62.604
64.404
63.551
63.351
63.311
63.795
60.458
64.121
62.255
63.050
62.503
64.306
62.930
65.115
61.035
61.326
53.658
54.544
53.926
50.061
52.628
63.238
62.172
63.221
63.406
64.122
61.881
63.706
61.856
64.253
61.872
62.828
62.301
58.702
57.042
61.883
61.890
63.484
61.353
54.635
47.119
54.517
61.246
63.242
60.190
63.110
60.496
62.733
63.230
62.332
64.944
63.603
60.057
64.662
61.658
64.398
58.848
62.778
63.027
62.696
61.905
65.258
54.146
49.142
44.913
50.779
48.137
59.246
63.967
57.198
57.442
62.190
62.106
65.035
63.399
62.471
62.275
63.527
62.055
67.563
63.134
64.666
61.754
62.676
63.611
63.203
52.986
49.586
49.135
54.695
61.760
63.160
62.629
62.472
61.825
66.140
61.668
64.961
63.461
64.478
64.100
63.999
62.944
62.072
62.503
63.672
61.969
64.116
62.646
50.457
52.640
47.334
51.318
54.293
47.928
51.612
61.691
64.454
59.031
64.290
63.396
63.770
62.512
63.600
62.445
64.060
62.143
63.617
62.097
63.320
62.805
63.681
63.252
54.575
53.170
62.869
62.420
63.608
63.388
63.275
61.314
63.242
62.777
58.208
53.303
62.523
61.706
63.716
63.514
63.861
62.428
63.336
62.957
63.966
62.294
62.515
54.524
69.733
62.818
62.532
62.387
61.927
62.348
67.696
62.864
62.642
62.138
58.496
53.454
62.976
61.667
63.379
62.493
58.087
53.092
63.024
62.490
63.814
62.304
53.256
49.072
55.241
52.238
63.029
